publish_date,China,Italy,Canada,US
2019-06-27,0,0,0,1
2019-06-28,0,0,0,2
2019-06-29,1,0,0,1
2019-06-30,5,1,1,3
2019-07-01,0,0,0,3
2019-07-02,2,0,0,1
2019-07-03,2,0,0,4
2019-07-04,0,0,0,1
2019-07-05,1,0,0,3
2019-07-07,0,1,0,1
2019-07-08,0,0,0,1
2019-07-09,0,0,0,2
2019-07-10,1,0,0,3
2019-07-11,0,0,0,2
2019-07-12,1,1,1,1
2019-07-13,1,0,0,1
2019-07-14,0,1,0,1
2019-07-15,2,1,1,3
2019-07-18,1,0,0,3
2019-07-22,0,0,0,1
2019-07-23,0,0,0,1
2019-07-24,0,0,0,3
2019-07-25,0,0,0,2
2019-07-26,0,0,0,1
2019-07-29,1,0,0,1
2019-07-30,0,0,0,1
2019-07-31,1,1,0,6
2019-08-01,1,0,0,1
2019-08-02,0,0,0,2
2019-08-05,2,0,0,1
2019-08-06,1,0,0,1
2019-08-07,2,0,0,1
2019-08-08,0,0,0,4
2019-08-09,1,0,0,0
2019-08-11,0,0,0,1
2019-08-12,0,0,0,1
2019-08-13,0,0,0,1
2019-08-14,1,0,0,1
2019-08-15,0,0,0,1
2019-08-16,0,0,0,2
2019-08-19,1,0,0,6
2019-08-20,1,0,0,0
2019-08-22,3,1,0,4
2019-08-23,1,0,0,1
2019-08-24,1,0,0,0
2019-08-26,0,0,0,2
2019-08-27,2,0,0,1
2019-08-28,0,0,0,1
2019-08-29,0,0,0,1
2019-08-30,1,0,1,2
2019-08-31,0,0,0,3
2019-09-01,2,0,0,3
2019-09-02,3,0,0,0
2019-09-03,1,0,0,4
2019-09-04,0,0,0,1
2019-09-05,4,1,0,3
2019-09-06,0,0,1,0
2019-09-07,0,0,1,0
2019-09-09,1,0,1,1
2019-09-10,1,0,0,4
2019-09-11,0,0,0,1
2019-09-12,0,1,0,0
2019-09-13,1,0,0,1
2019-09-14,0,0,0,1
2019-09-16,1,0,0,0
2019-09-17,0,0,0,1
2019-09-18,2,0,0,1
2019-09-20,0,0,1,0
2019-09-23,0,0,0,2
2019-09-24,0,0,1,1
2019-09-26,2,0,0,3
2019-09-28,0,0,0,1
2019-09-30,9,0,2,8
2019-10-01,0,0,0,3
2019-10-02,0,0,0,2
2019-10-04,0,0,0,1
2019-10-05,1,0,0,1
2019-10-08,0,0,0,1
2019-10-11,0,0,0,1
2019-10-12,2,0,0,1
2019-10-14,0,0,0,1
2019-10-15,0,0,0,1
2019-10-16,0,0,0,1
2019-10-17,0,0,1,3
2019-10-18,0,0,0,2
2019-10-19,0,0,0,1
2019-10-21,0,0,0,1
2019-10-22,2,0,0,5
2019-10-23,0,0,0,4
2019-10-24,1,0,0,2
2019-10-25,0,0,0,2
2019-10-26,1,0,0,0
2019-10-28,1,0,0,3
2019-10-29,1,1,0,2
2019-10-30,1,0,0,1
2019-10-31,4,0,1,5
2019-11-01,0,0,1,7
2019-11-02,1,0,0,1
2019-11-04,1,0,0,1
2019-11-05,0,0,0,3
2019-11-06,0,0,3,3
2019-11-07,0,0,0,4
2019-11-08,1,0,0,0
2019-11-09,0,1,0,1
2019-11-10,0,0,0,1
2019-11-11,0,0,0,2
2019-11-12,0,0,0,1
2019-11-13,0,0,1,3
2019-11-14,1,0,0,0
2019-11-15,0,0,0,1
2019-11-16,0,0,0,2
2019-11-18,1,0,0,3
2019-11-19,1,0,0,2
2019-11-20,1,0,0,1
2019-11-21,2,1,2,5
2019-11-22,0,0,0,1
2019-11-23,0,0,1,1
2019-11-25,1,0,0,1
2019-11-26,2,0,0,2
2019-11-27,0,0,0,1
2019-11-28,1,0,0,2
2019-11-29,0,0,1,1
2019-11-30,2,0,0,5
2019-12-01,1,0,0,10
2019-12-03,0,0,1,3
2019-12-05,0,0,0,2
2019-12-06,0,1,0,2
2019-12-07,0,0,0,1
2019-12-09,2,0,0,3
2019-12-10,2,0,1,7
2019-12-11,1,0,0,3
2019-12-12,0,0,0,1
2019-12-13,2,0,0,2
2019-12-14,1,0,0,1
2019-12-16,0,0,0,2
2019-12-17,0,0,0,1
2019-12-18,0,0,0,1
2019-12-19,0,0,0,2
2019-12-21,0,0,0,1
2019-12-23,1,0,1,4
2019-12-24,0,0,1,0
2019-12-25,1,0,0,1
2019-12-26,0,0,0,1
2019-12-27,2,0,0,4
2019-12-28,0,1,0,0
2019-12-30,0,0,0,1
2019-12-31,4,0,1,9
2020,3696,785,218,3114
2020-01-01,7,0,1,9
2020-01-02,0,0,1,7
2020-01-03,0,0,0,2
2020-01-05,0,0,1,2
2020-01-06,1,0,0,1
2020-01-07,1,0,3,8
2020-01-08,0,0,0,2
2020-01-09,0,0,2,1
2020-01-10,0,0,0,2
2020-01-11,0,0,0,1
2020-01-12,0,0,1,0
2020-01-13,1,0,0,2
2020-01-14,1,0,0,2
2020-01-15,1,0,0,3
2020-01-16,1,0,0,1
2020-01-17,0,0,2,4
2020-01-18,0,0,0,1
2020-01-20,1,0,0,1
2020-01-21,0,0,0,3
2020-01-22,4,0,0,6
2020-01-23,3,0,1,2
2020-01-24,6,0,1,0
2020-01-25,5,0,0,5
2020-01-26,2,0,0,0
2020-01-27,4,0,0,1
2020-01-28,9,0,0,5
2020-01-29,6,0,0,3
2020-01-30,9,0,0,2
2020-01-31,9,0,3,9
2020-02-01,11,0,0,3
2020-02-02,10,0,0,2
2020-02-03,10,0,0,4
2020-02-04,4,0,0,6
2020-02-05,17,0,1,7
2020-02-06,3,0,1,7
2020-02-07,12,0,1,1
2020-02-08,2,0,0,0
2020-02-09,5,0,0,1
2020-02-10,5,0,0,3
2020-02-11,18,0,0,5
2020-02-12,16,1,1,4
2020-02-13,16,0,0,6
2020-02-14,17,0,0,6
2020-02-15,1,0,0,2
2020-02-16,2,0,1,3
2020-02-17,19,0,2,10
2020-02-18,20,1,0,6
2020-02-19,11,0,0,4
2020-02-20,28,0,0,5
2020-02-21,12,0,0,8
2020-02-22,8,1,0,5
2020-02-23,21,0,0,9
2020-02-24,10,0,0,6
2020-02-25,25,0,1,6
2020-02-26,17,2,1,14
2020-02-27,26,1,0,10
2020-02-28,16,0,1,11
2020-02-29,17,2,2,8
2020-03-01,30,2,4,22
2020-03-02,10,0,0,5
2020-03-03,31,0,0,11
2020-03-04,14,2,1,11
2020-03-05,17,0,0,9
2020-03-06,36,3,1,14
2020-03-07,7,0,0,1
2020-03-08,15,1,0,6
2020-03-09,9,0,1,1
2020-03-10,20,1,3,14
2020-03-11,17,2,0,6
2020-03-12,35,1,2,14
2020-03-13,31,2,1,13
2020-03-14,6,3,0,5
2020-03-15,10,0,0,2
2020-03-16,33,3,2,16
2020-03-17,33,5,2,15
2020-03-18,17,6,0,10
2020-03-19,18,5,0,8
2020-03-20,45,19,2,24
2020-03-21,6,1,1,2
2020-03-22,3,2,1,4
2020-03-23,34,7,1,20
2020-03-24,22,7,2,19
2020-03-25,21,4,2,10
2020-03-26,36,6,4,14
2020-03-27,49,15,2,35
2020-03-28,16,2,0,17
2020-03-29,10,2,0,2
2020-03-30,65,18,2,48
2020-03-31,64,15,2,29
2020-04-01,66,21,6,45
2020-04-02,37,11,2,19
2020-04-03,27,11,0,29
2020-04-04,18,5,0,12
2020-04-05,7,3,1,2
2020-04-06,53,15,3,46
2020-04-07,30,17,1,34
2020-04-08,38,8,3,25
2020-04-09,28,5,4,18
2020-04-10,45,20,3,41
2020-04-11,47,21,4,39
2020-04-12,9,3,1,9
2020-04-13,15,7,0,15
2020-04-14,45,17,2,39
2020-04-15,42,11,1,35
2020-04-16,35,13,2,33
2020-04-17,58,22,6,63
2020-04-18,28,8,4,21
2020-04-19,12,2,0,11
2020-04-20,45,15,4,44
2020-04-21,32,5,5,44
2020-04-22,56,24,10,51
2020-04-23,40,12,2,44
2020-04-24,44,9,4,41
2020-04-25,24,13,1,27
2020-04-26,19,9,0,10
2020-04-27,52,16,0,53
2020-04-28,41,6,4,68
2020-04-29,49,19,4,52
2020-04-30,51,15,2,56
2020-05-01,56,22,4,78
2020-05-02,14,5,1,16
2020-05-03,15,5,1,22
2020-05-04,28,10,2,36
2020-05-05,49,18,3,72
2020-05-06,47,14,5,55
2020-05-07,32,13,7,49
2020-05-08,48,18,8,68
2020-05-09,26,10,4,36
2020-05-10,9,3,0,15
2020-05-11,53,23,7,75
2020-05-12,44,19,4,57
2020-05-13,32,12,5,66
2020-05-14,52,14,7,57
2020-05-15,50,16,9,62
2020-05-16,39,12,1,54
2020-05-17,11,8,2,20
2020-05-18,46,20,6,48
2020-05-19,40,16,3,63
2020-05-20,36,15,2,47
2020-05-21,35,13,4,48
2020-05-22,49,16,3,78
2020-05-23,21,9,1,30
2020-05-24,16,6,1,30
2020-05-25,34,13,5,61
2020-05-26,40,21,8,81
2020-05-27,33,11,7,43
2020-05-28,30,14,6,58
2020-05-29,59,15,7,67
2020-05-30,23,6,1,40
2020-05-31,27,5,3,30
2020-06-01,60,23,5,77
2020-06-02,43,14,6,55
2020-06-03,33,13,8,59
2020-06-04,41,13,2,52
2020-06-05,51,10,5,48
2020-06-06,15,3,4,23
2020-06-07,15,5,2,16
2020-06-08,32,15,6,59
2020-06-09,37,17,4,61
2020-06-10,23,9,3,46
2020-06-11,22,14,3,64
2020-06-12,46,10,3,68
2020-06-13,17,6,1,21
2020-06-14,8,5,2,19
2020-06-15,26,8,2,44
2020-06-16,37,19,5,82
2020-06-17,28,6,2,37
2020-06-18,23,8,9,64
2020-06-19,33,8,5,50
2020-06-20,25,10,4,40
2020-06-21,9,1,1,18
2020-06-22,27,12,0,53
2020-06-23,22,15,4,43
2020-06-24,26,10,4,42
2020-06-25,19,6,3,48
2020-06-26,37,10,3,68
2020-06-27,17,3,0,25
2020-06-28,8,5,1,16
2020-06-29,19,11,6,47
2020-06-30,39,10,1,43
2020-07-01,25,7,5,40
2020-07-02,16,1,1,26
2020-07-03,1,0,0,3
2020-07-05,13,0,0,0
2020-07-10,1,1,0,1
2020-07-15,1,1,0,0
2020-07-20,2,2,0,1
2020-07-31,5,1,0,4
2020-08-01,5,1,0,5
2020-08-10,2,0,0,1
2020-08-15,1,0,0,1
2020-08-20,2,0,0,1
2020-08-25,0,1,1,1
2020-08-31,2,2,0,2
2020-09-01,2,0,0,2
2020-09-05,1,0,0,0
2020-09-16,1,0,0,0
2020-09-30,1,0,0,0
2020-10-01,2,0,0,2
2020-11-10,0,1,0,0
2020-11-30,1,0,0,1
2020-12-01,4,0,0,2
2020-12-31,2,0,1,19
